OrderID,CustomerID,OrderDate,ProductID,Quantity,UnitPrice,Discount,Status,Notes
ORD-2025-0076,C017,14/03/2025 16:28:00,P029,6,£2.90,0%,Processing,
ORD-2025-0077,C009,25/03/2025 11:53:00,P021,9,£5.40,0%,Processing,
ORD-2025-0078,C008,09/03/2025 15:04:00,P023,10,£3.30,5%,DELIVERED,
ORD-2025-0079,C018,03/03/2025 10:09:00,P008,13,£2.75,0%,Despatched,
ORD-2025-0080,C003,14/03/2025 14:21:00,P018,15,£6.50,15%,Delivered,
ORD-2025-0081,C014,13/03/2025 17:44:00,P001,19,£2.80,15%,Delivered,
ORD-2025-0082,C012,10/03/2025 14:54:00,P029,14,£2.90,,Despatched,
ORD-2025-0083,C020,29/03/2025 11:31:00,P008,9,£2.75,15%,Delivered,
ORD-2025-0084,C011,22/03/2025 14:46:00,P006,15,£3.20,5%,Cancelled,
ORD-2025-0085,C018,01/03/2025 14:37:00,P019,1,£3.20,0%,Processing,
ORD-2025-0086,C015,06/03/2025 08:16:00,P013,11,£3.10,5%,DELIVERED,
ORD-2025-0087,C013,09/03/2025 14:16:00,P027,3,£3.20,15%,Despatched,
ORD-2025-0088,C002,31/03/2025 13:14:00,P021,3,£5.40,0%,Despatched,
ORD-2025-0089,C001,31/03/2025 11:12:00,P027,1,£3.20,,Delivered,
ORD-2025-0090,C016,22/03/2025 09:36:00,P007,15,£2.90,0%,Despatched,
ORD-2025-0091,C006,20/03/2025 17:47:00,P023,4,£3.30,0%,Delivered,
ORD-2025-0092,C010,04/03/2025 17:01:00,P030,10,£3.40,,Cancelled,
ORD-2025-0093,C013,13/03/2025 11:04:00,P019,8,£3.20,0%,Despatched,
ORD-2025-0094,C020,26/03/2025 09:50:00,P019,2,£3.20,10%,Processing,
ORD-2025-0095,C012,03/03/2025 16:41:00,P011,1,£2.20,0%,Despatched,
ORD-2025-0096,C004,14/03/2025 13:40:00,P029,15,£2.90,0%,Processing,
ORD-2025-0097,C017,31/03/2025 12:39:00,P026,18,£3.00,0%,Processing,
ORD-2025-0098,C019,09/03/2025 13:54:00,P008,3,£2.75,10%,Processing,
ORD-2025-0099,C015,19/03/2025 17:42:00,P013,11,£3.10,0%,DESPATCHED,
ORD-2025-0100,C006,16/03/2025 11:22:00,P026,9,£3.00,10%,DESPATCHED,
ORD-2025-0101,C009,18/03/2025 08:33:00,P007,3,£2.90,5%,Processing,
ORD-2025-0102,C018,25/03/2025 11:44:00,P016,16,£4.20,15%,Delivered,
ORD-2025-0103,C010,08/03/2025 14:44:00,P008,10,£2.75,0%,delivered,
ORD-2025-0104,C018,17/03/2025 13:27:00,P024,18,£18.50,10%,Despatched,
ORD-2025-0105,C009,10/03/2025 12:14:00,P004,7,£2.40,10%,Despatched,
ORD-2025-0106,C006,07/03/2025 11:47:00,P016,9,£4.20,0%,Cancelled,
ORD-2025-0107,C017,20/03/2025 12:06:00,P027,7,£3.20,10%,delivered,
ORD-2025-0108,C010,01/03/2025 16:08:00,P009,2,£2.50,5%,PROCESSING,
ORD-2025-0109,C005,21/03/2025 15:06:00,P028,1,£2.60,,Processing,
ORD-2025-0110,C015,11/03/2025 10:03:00,P009,16,£2.50,0%,Delivered,
ORD-2025-0111,C016,03/03/2025 17:40:00,P022,2,£4.90,5%,Despatched,
ORD-2025-0112,C010,03/03/2025 11:07:00,P018,14,£6.50,,Despatched,
ORD-2025-0113,C008,25/03/2025 16:24:00,P015,15,£3.50,10%,PROCESSING,
ORD-2025-0114,C014,10/03/2025 17:39:00,P002,20,£2.50,5%,Delivered,
ORD-2025-0078,C008,09/03/2025 15:04:00,P023,10,£3.30,5%,DELIVERED,
ORD-2025-0115,C007,15/03/2025 10:30:00,P021,3,£5.40,5%,Delivered,"Please deliver before noon, thank you"
