OrderID,CustomerID,OrderDate,ProductID,Quantity,UnitPrice,Discount,Status,Notes
ORD-2025-0182,C011,13/06/2025 17:33:00,P010,15,£2.60,,Processing,
ORD-2025-0183,C004,28/06/2025 16:46:00,P028,7,£2.60,15%,DESPATCHED,
ORD-2025-0184,C014,11/06/2025 15:25:00,P014,4,£3.40,10%,DELIVERED,
ORD-2025-0185,C009,12/06/2025 10:43:00,P030,16,£3.40,0%,Despatched,
ORD-2025-0186,C003,14/06/2025 09:47:00,P024,12,£18.50,0%,PROCESSING,
ORD-2025-0187,C019,18/06/2025 16:21:00,P022,4,£4.90,15%,DESPATCHED,
ORD-2025-0188,C014,28/06/2025 08:18:00,P020,10,£5.10,10%,PROCESSING,
ORD-2025-0189,C007,05/06/2025 15:14:00,P028,4,£2.60,10%,PROCESSING,
ORD-2025-0190,C004,25/06/2025 12:36:00,P008,14,£2.75,0%,Cancelled,
ORD-2025-0191,C020,20/06/2025 16:01:00,P020,9,£5.10,0%,Delivered,
ORD-2025-0192,C010,30/06/2025 13:22:00,P001,6,£2.80,0%,PROCESSING,
ORD-2025-0193,C013,03/06/2025 10:47:00,P021,1,£5.40,0%,Processing,
ORD-2025-0194,C013,14/06/2025 15:21:00,P006,12,£3.20,10%,DELIVERED,
ORD-2025-0195,C019,20/06/2025 09:56:00,P002,5,£2.50,5%,Despatched,
ORD-2025-0196,C003,09/06/2025 15:42:00,P014,16,£3.40,,Processing,
ORD-2025-0197,C007,25/06/2025 16:07:00,P012,14,£3.00,0%,Despatched,
ORD-2025-0198,C019,16/06/2025 16:42:00,P010,2,£2.60,5%,Cancelled,
ORD-2025-0199,C002,01/06/2025 11:19:00,P007,5,£2.90,0%,Delivered,
ORD-2025-0200,C004,01/06/2025 15:47:00,P014,6,£3.40,5%,Processing,
ORD-2025-0201,C008,17/06/2025 16:53:00,P022,12,£4.90,0%,DESPATCHED,
ORD-2025-0202,C002,14/06/2025 08:29:00,P030,3,£3.40,0%,PROCESSING,
ORD-2025-0203,C019,13/06/2025 14:18:00,P004,13,£2.40,0%,DELIVERED,
ORD-2025-0204,C020,15/06/2025 13:05:00,P014,4,£3.40,5%,PROCESSING,
ORD-2025-0205,C017,03/06/2025 14:55:00,P010,11,£2.60,5%,Despatched,
ORD-2025-0206,C003,17/06/2025 09:33:00,P017,7,£4.80,5%,DELIVERED,
ORD-2025-0207,C005,08/06/2025 09:09:00,P009,7,£2.50,5%,Delivered,
ORD-2025-0208,C003,06/06/2025 15:29:00,P025,19,£3.60,0%,Processing,
ORD-2025-0209,C019,21/06/2025 17:20:00,P028,11,£2.60,5%,Delivered,
ORD-2025-0210,C015,21/06/2025 12:50:00,P009,19,£2.50,0%,Processing,
ORD-2025-0211,C010,15/06/2025 15:02:00,P002,12,£2.50,0%,Delivered,
ORD-2025-0212,C003,20/06/2025 17:32:00,P013,15,£3.10,,Cancelled,
ORD-2025-0213,C002,15/06/2025 17:41:00,P007,11,£2.90,,Processing,
ORD-2025-0214,C002,15/06/2025 09:51:00,P029,11,£2.90,5%,Delivered,
ORD-2025-0215,C006,02/06/2025 11:45:00,P015,15,£3.50,,Despatched,
ORD-2025-0216,C012,12/06/2025 12:24:00,P014,11,£3.40,0%,Delivered,
ORD-2025-0217,C011,03/06/2025 13:06:00,P018,13,£6.50,10%,Despatched,
ORD-2025-0218,C020,28/06/2025 10:21:00,P003,19,£2.60,0%,Cancelled,
ORD-2025-0219,C010,21/06/2025 14:08:00,P020,3,£5.10,10%,delivered,
ORD-2025-0220,C011,27/06/2025 10:42:00,P023,17,£3.30,0%,Despatched,
ORD-2025-0184,C014,11/06/2025 15:25:00,P014,4,£3.40,10%,DELIVERED,
ORD-2025-0221,C017,15/06/2025 10:30:00,P012,3,£3.00,5%,Delivered,"Please deliver before noon, thank you"
