OrderID,CustomerID,OrderDate,ProductID,Quantity,UnitPrice,Discount,Status,Notes
ORD-2025-0116,C009,22/04/2025 09:10:00,P008,6,£2.75,,Delivered,
ORD-2025-0117,C014,15/04/2025 17:30:00,P010,2,£2.60,5%,Despatched,
ORD-2025-0118,C015,03/04/2025 11:59:00,P009,19,£2.50,0%,Cancelled,
ORD-2025-0119,C014,04/04/2025 16:14:00,P021,5,£5.40,5%,Despatched,
ORD-2025-0120,C003,02/04/2025 10:50:00,P010,20,£2.60,0%,PROCESSING,
ORD-2025-0121,C010,15/04/2025 09:29:00,P023,10,£3.30,0%,Cancelled,
ORD-2025-0122,C017,18/04/2025 15:28:00,P003,20,£2.60,0%,Processing,
ORD-2025-0123,C011,20/04/2025 12:01:00,P003,8,£2.60,5%,Despatched,
ORD-2025-0124,C019,19/04/2025 08:48:00,P022,9,£4.90,,Despatched,
ORD-2025-0125,C006,16/04/2025 16:41:00,P015,9,£3.50,5%,PROCESSING,
ORD-2025-0126,C016,03/04/2025 15:22:00,P014,11,£3.40,10%,Delivered,
ORD-2025-0127,C006,11/04/2025 14:44:00,P016,10,£4.20,0%,Processing,
ORD-2025-0128,C018,02/04/2025 15:05:00,P011,9,£2.20,10%,Cancelled,
ORD-2025-0129,C013,28/04/2025 16:52:00,P001,18,£2.80,15%,Delivered,
ORD-2025-0130,C017,12/04/2025 17:48:00,P016,15,£4.20,0%,Delivered,
ORD-2025-0131,C018,05/04/2025 12:28:00,P029,16,£2.90,0%,Cancelled,
ORD-2025-0132,C020,26/04/2025 11:45:00,P006,10,£3.20,,PROCESSING,
ORD-2025-0133,C003,08/04/2025 09:29:00,P004,5,£2.40,15%,Despatched,
ORD-2025-0134,C017,23/04/2025 12:26:00,P027,16,£3.20,5%,Delivered,
ORD-2025-0135,C018,05/04/2025 14:12:00,P030,20,£3.40,,DESPATCHED,
ORD-2025-0136,C003,09/04/2025 14:21:00,P030,17,£3.40,10%,Delivered,
ORD-2025-0137,C010,27/04/2025 17:37:00,P022,16,£4.90,0%,Processing,
ORD-2025-0138,C016,12/04/2025 13:35:00,P025,18,£3.60,15%,Cancelled,
ORD-2025-0139,C007,23/04/2025 11:36:00,P013,8,£3.10,0%,Processing,
ORD-2025-0140,C011,24/04/2025 15:45:00,P030,13,£3.40,15%,Despatched,
ORD-2025-0141,C005,16/04/2025 08:08:00,P017,19,£4.80,10%,Delivered,
ORD-2025-0142,C015,04/04/2025 16:58:00,P015,1,£3.50,0%,Processing,
ORD-2025-0143,C005,03/04/2025 15:50:00,P009,11,£2.50,,delivered,
ORD-2025-0144,C003,28/04/2025 13:54:00,P022,18,£4.90,15%,DELIVERED,
ORD-2025-0145,C016,28/04/2025 16:02:00,P020,3,£5.10,5%,Despatched,
ORD-2025-0146,C010,08/04/2025 09:27:00,P004,4,£2.40,15%,Despatched,
ORD-2025-0118,C015,03/04/2025 11:59:00,P009,19,£2.50,0%,Cancelled,
ORD-2025-0147,C001,15/04/2025 10:30:00,P002,3,£2.50,5%,Delivered,"Please deliver before noon, thank you"
