OrderID,CustomerID,OrderDate,ProductID,Quantity,UnitPrice,Discount,Status,Notes
ORD-2025-0251,C003,24/08/2025 14:05:00,P014,20,£3.40,5%,Delivered,
ORD-2025-0252,C010,11/08/2025 09:05:00,P011,10,£2.20,10%,Despatched,
ORD-2025-0253,C014,06/08/2025 15:22:00,P015,2,£3.50,0%,Cancelled,
ORD-2025-0254,C020,14/08/2025 12:40:00,P026,2,£3.00,0%,Despatched,
ORD-2025-0255,C012,17/08/2025 10:01:00,P005,20,£2.70,0%,Processing,
ORD-2025-0256,C005,03/08/2025 11:49:00,P021,12,£5.40,10%,Cancelled,
ORD-2025-0257,C002,20/08/2025 10:43:00,P015,12,£3.50,10%,Despatched,
ORD-2025-0258,C019,05/08/2025 16:23:00,P013,11,£3.10,0%,Delivered,
ORD-2025-0259,C004,01/08/2025 10:31:00,P017,13,£4.80,5%,Delivered,
ORD-2025-0260,C009,23/08/2025 15:13:00,P020,10,£5.10,0%,Cancelled,
ORD-2025-0261,C007,04/08/2025 10:54:00,P003,15,£2.60,5%,Despatched,
ORD-2025-0262,C003,26/08/2025 13:42:00,P012,3,£3.00,,Delivered,
ORD-2025-0263,C010,28/08/2025 10:45:00,P023,6,£3.30,0%,Processing,
ORD-2025-0264,C004,07/08/2025 10:15:00,P026,16,£3.00,0%,PROCESSING,
ORD-2025-0265,C012,15/08/2025 16:08:00,P020,3,£5.10,0%,delivered,
ORD-2025-0266,C016,17/08/2025 14:49:00,P014,19,£3.40,0%,Cancelled,
ORD-2025-0267,C003,15/08/2025 15:43:00,P017,12,£4.80,5%,Despatched,
ORD-2025-0268,C018,21/08/2025 17:11:00,P025,5,£3.60,15%,Cancelled,
ORD-2025-0269,C002,27/08/2025 09:33:00,P005,10,£2.70,5%,DELIVERED,
ORD-2025-0270,C008,12/08/2025 16:57:00,P010,3,£2.60,10%,Despatched,
ORD-2025-0271,C018,09/08/2025 10:40:00,P010,20,£2.60,,Processing,
ORD-2025-0272,C006,19/08/2025 17:09:00,P006,20,£3.20,0%,Despatched,
ORD-2025-0273,C019,02/08/2025 08:05:00,P002,19,£2.50,10%,Delivered,
ORD-2025-0274,C019,14/08/2025 17:40:00,P001,16,£2.80,5%,Processing,
ORD-2025-0275,C010,16/08/2025 11:51:00,P026,13,£3.00,10%,Delivered,
ORD-2025-0276,C002,06/08/2025 15:26:00,P016,15,£4.20,5%,Despatched,
ORD-2025-0277,C011,28/08/2025 13:46:00,P028,12,£2.60,5%,Delivered,
ORD-2025-0278,C012,17/08/2025 16:06:00,P011,8,£2.20,15%,Delivered,
ORD-2025-0279,C008,05/08/2025 09:03:00,P010,13,£2.60,0%,Processing,
ORD-2025-0280,C006,27/08/2025 13:59:00,P019,11,£3.20,5%,Delivered,
ORD-2025-0281,C017,15/08/2025 15:56:00,P010,16,£2.60,0%,Cancelled,
ORD-2025-0282,C017,15/08/2025 11:13:00,P019,12,£3.20,0%,Delivered,
ORD-2025-0283,C020,29/08/2025 15:18:00,P018,1,£6.50,0%,Processing,
ORD-2025-0284,C009,24/08/2025 13:48:00,P013,12,£3.10,0%,Delivered,
ORD-2025-0285,C018,07/08/2025 13:35:00,P010,3,£2.60,15%,Processing,
ORD-2025-0286,C018,09/08/2025 17:43:00,P020,4,£5.10,5%,Delivered,
ORD-2025-0287,C012,26/08/2025 13:35:00,P012,5,£3.00,5%,Processing,
ORD-2025-0288,C017,02/08/2025 08:02:00,P005,11,£2.70,0%,Processing,
ORD-2025-0289,C005,20/08/2025 16:08:00,P011,20,£2.20,10%,delivered,
ORD-2025-0290,C020,24/08/2025 12:37:00,P011,17,£2.20,0%,Processing,
ORD-2025-0253,C014,06/08/2025 15:22:00,P015,2,£3.50,0%,Cancelled,
ORD-2025-0291,C019,15/08/2025 10:30:00,P010,3,£2.60,5%,Delivered,"Please deliver before noon, thank you"
