OrderID,CustomerID,OrderDate,ProductID,Quantity,UnitPrice,Discount,Status,Notes
ORD-2025-0148,C002,10/05/2025 13:23:00,P014,5,£3.40,5%,Processing,
ORD-2025-0149,C006,06/05/2025 10:05:00,P020,13,£5.10,,Delivered,
ORD-2025-0150,C019,05/05/2025 11:29:00,P021,9,£5.40,15%,Despatched,
ORD-2025-0151,C015,29/05/2025 12:43:00,P018,6,£6.50,0%,Cancelled,
ORD-2025-0152,C019,10/05/2025 14:44:00,P009,15,£2.50,0%,Delivered,
ORD-2025-0153,C013,28/05/2025 15:06:00,P008,13,£2.75,,PROCESSING,
ORD-2025-0154,C010,01/05/2025 14:17:00,P001,19,£2.80,0%,Despatched,
ORD-2025-0155,C002,30/05/2025 17:47:00,P016,10,£4.20,0%,Delivered,
ORD-2025-0156,C012,08/05/2025 11:39:00,P009,5,£2.50,0%,Cancelled,
ORD-2025-0157,C002,10/05/2025 15:02:00,P019,12,£3.20,0%,Delivered,
ORD-2025-0158,C010,11/05/2025 14:11:00,P007,5,£2.90,0%,DESPATCHED,
ORD-2025-0159,C012,17/05/2025 16:58:00,P009,6,£2.50,10%,Despatched,
ORD-2025-0160,C016,31/05/2025 12:47:00,P028,11,£2.60,0%,Processing,
ORD-2025-0161,C003,05/05/2025 11:55:00,P022,13,£4.90,5%,Despatched,
ORD-2025-0162,C012,03/05/2025 14:00:00,P009,18,£2.50,0%,delivered,
ORD-2025-0163,C009,19/05/2025 14:52:00,P021,12,£5.40,0%,Delivered,
ORD-2025-0164,C001,20/05/2025 16:20:00,P030,20,£3.40,5%,Delivered,
ORD-2025-0165,C015,30/05/2025 12:41:00,P014,4,£3.40,5%,Cancelled,
ORD-2025-0166,C010,16/05/2025 09:06:00,P008,18,£2.75,5%,Processing,
ORD-2025-0167,C018,14/05/2025 17:47:00,P024,5,£18.50,5%,Despatched,
ORD-2025-0168,C016,20/05/2025 14:17:00,P002,12,£2.50,5%,Processing,
ORD-2025-0169,C008,28/05/2025 13:06:00,P022,12,£4.90,,Cancelled,
ORD-2025-0170,C012,02/05/2025 14:17:00,P007,4,£2.90,5%,Despatched,
ORD-2025-0171,C003,22/05/2025 11:41:00,P021,20,£5.40,5%,Delivered,
ORD-2025-0172,C011,08/05/2025 10:50:00,P019,7,£3.20,0%,Despatched,
ORD-2025-0173,C007,19/05/2025 11:52:00,P028,8,£2.60,10%,Delivered,
ORD-2025-0174,C020,01/05/2025 12:54:00,P005,5,£2.70,,Despatched,
ORD-2025-0175,C004,22/05/2025 08:08:00,P001,12,£2.80,0%,Delivered,
ORD-2025-0176,C011,01/05/2025 10:16:00,P002,5,£2.50,0%,Processing,
ORD-2025-0177,C003,16/05/2025 15:49:00,P012,17,£3.00,,Processing,
ORD-2025-0178,C008,31/05/2025 17:02:00,P024,17,£18.50,10%,Despatched,
ORD-2025-0179,C001,02/05/2025 15:54:00,P013,14,£3.10,0%,Processing,
ORD-2025-0180,C015,03/05/2025 09:20:00,P020,5,£5.10,0%,Delivered,
ORD-2025-0150,C019,05/05/2025 11:29:00,P021,9,£5.40,15%,Despatched,
ORD-2025-0181,C019,15/05/2025 10:30:00,P018,3,£6.50,5%,Delivered,"Please deliver before noon, thank you"
